,id,address,coord,district
3766,28859,"город Москва, Таможенный проезд, дом 4",37.67917 55.751852,"Россия, Москва, Юго-Восточный административный округ, район Лефортово"
3768,28861,"город Москва, Верхний Золоторожский переулок, дом 2",37.679287 55.750388,"Россия, Москва, Юго-Восточный административный округ, район Лефортово"
3775,28863,"город Москва, Шепелюгинская улица, дом 21/13, строение 1",37.703631 55.745144,"Россия, Москва, Юго-Восточный административный округ, район Лефортово, 8-й микрорайон"
3776,28860,"город Москва, Лонгиновская улица, дом 6",37.711455 55.767372,"Россия, Москва, Юго-Восточный административный округ, район Лефортово, 2-й микрорайон"
3784,153726,"город Москва, Несвижский переулок, дом 3",37.588081 55.731764,"Россия, Москва, Центральный административный округ, район Хамовники, 454-й квартал"
3841,153404,"город Москва, Хилков переулок, дом 3А",37.598079 55.737193,"Россия, Москва, Центральный административный округ, район Хамовники, 133-й квартал"
3844,152202,"город Москва, Малый Саввинский переулок, дом 8",37.562137 55.731054,"Россия, Москва, Центральный административный округ, район Хамовники"
3852,153436,"город Москва, улица Савельева, дом 5",37.562892 55.722482,"Россия, Москва, Центральный административный округ, район Хамовники, 480-й квартал"
3853,153380,"город Москва, переулок Хользунова, дом 8",37.580499 55.730096,"Россия, Москва, Центральный административный округ, район Хамовники, 461-й квартал"
3872,153406,"город Москва, 2-й Обыденский переулок, дом 9",37.603505 55.741333,"Россия, Москва, Центральный административный округ, район Хамовники, 141-й квартал"
3875,150573,"город Москва, Хитровский переулок, дом 3/1, строение 4",37.643363 55.753402,"Россия, Москва, Центральный административный округ, Басманный район"
3891,28416,"город Москва, Андроньевская площадь, дом 5/9",37.669477 55.747211,"Россия, Москва, Центральный административный округ, Таганский район"
3910,151761,"город Москва, Хохловский переулок, дом 10, строение 6",37.644091 55.755925,"Россия, Москва, Центральный административный округ, Басманный район"
3954,28810,"город Москва, Союзный проспект, дом 2",37.80338 55.750459,"Россия, Москва, Восточный административный округ, район Новогиреево"
3975,28809,"город Москва, Утренняя улица, дом 12",37.792753 55.74747,"Россия, Москва, Восточный административный округ, район Новогиреево"
3994,28806,"город Москва, улица Алексея Дикого, дом 18А",37.810557 55.746375,"Россия, Москва, Восточный административный округ, район Новогиреево"
4134,29155,"город Москва, 1-й Котельнический переулок, дом 5, строение 2",37.645375 55.74371,"Россия, Москва, Центральный административный округ, Таганский район"
4156,21583,"город Москва, 1-й Кожуховский проезд, дом 17",37.663925 55.70807,"Россия, Москва, Южный административный округ, Даниловский район"
4157,28996,"город Москва, Высокая улица, дом 6",37.654385 55.679052,"Россия, Москва, Южный административный округ, район Нагатино-Садовники, 2-й квартал Нагатина"
4171,147916,"город Москва, Гончарная набережная, дом 9/16, строение 3",37.64869 55.737481,"Россия, Москва, Центральный административный округ, Таганский район"
4176,150827,"город Москва, улица Малые Каменщики, дом 18",37.654188 55.735555,"Россия, Москва, Центральный административный округ, Таганский район"
4185,29309,"город Москва, 3-й Кожуховский проезд, дом 3А",37.675289 55.70777,"Россия, Москва, Юго-Восточный административный округ, Южнопортовый район"
4197,82524,"город Москва, 2-й Сельскохозяйственный проезд, дом 4, строение 1",37.642186 55.833648,"Россия, Москва, Северо-Восточный административный округ, район Ростокино"
4199,28270,"город Москва, Магаданская улица, дом 9",37.684138 55.877859,"Россия, Москва, Северо-Восточный административный округ, Лосиноостровский район"
4208,28706,"город Москва, Печорская улица, дом 18",37.657269 55.865869,"Россия, Москва, Северо-Восточный административный округ, Бабушкинский район"
4209,27468,"город Москва, улица Ротерта, дом 5",37.724238 55.874137,"Россия, Москва, Северо-Восточный административный округ, Ярославский район"
4214,27438,"город Москва, 2-я Напрудная улица, дом 17",37.688782 55.87944,"Россия, Москва, Северо-Восточный административный округ, Лосиноостровский район"
4217,28705,"город Москва, Радужная улица, дом 7",37.668426 55.859266,"Россия, Москва, Северо-Восточный административный округ, Бабушкинский район"
4219,28701,"город Москва, Олонецкий проезд, дом 6",37.662946 55.874279,"Россия, Москва, Северо-Восточный административный округ, Бабушкинский район"
4220,28697,"город Москва, улица Рудневой, дом 10",37.677041 55.866586,"Россия, Москва, Северо-Восточный административный округ, Бабушкинский район"
4222,27461,"город Москва, Федоскинская улица, дом 4",37.703739 55.868773,"Россия, Москва, Северо-Восточный административный округ, Ярославский район"
4226,27437,"город Москва, Норильская улица, дом 4",37.696453 55.875844,"Россия, Москва, Северо-Восточный административный округ, Лосиноостровский район"
4239,23022,"город Москва, Таёжная улица, дом 1",37.700559 55.880904,"Россия, Москва, Северо-Восточный административный округ, Лосиноостровский район"
4246,27441,"город Москва, 1-я Напрудная улица, дом 13",37.691064 55.879884,"Россия, Москва, Северо-Восточный административный округ, Лосиноостровский район"
4278,28691,"город Москва, Кучин переулок, дом 14, строение 1",37.640003 55.804111,"Россия, Москва, Северо-Восточный административный округ, Алексеевский район"
4320,29521,"город Москва, Кулаков переулок, дом 7",37.639473 55.804713,"Россия, Москва, Северо-Восточный административный округ, Алексеевский район"
4324,138024,"город Москва, Напрудный переулок, дом 13",37.631182 55.78851,"Россия, Москва, Центральный административный округ, Мещанский район"
4326,21069,"город Москва, Банный проезд, дом 3, строение 1",37.631137 55.786814,"Россия, Москва, Центральный административный округ, Мещанский район"
4338,138027,"город Москва, переулок Васнецова, дом 2",37.625783 55.775697,"Россия, Москва, Центральный административный округ, Мещанский район"
4346,21388,"город Москва, 1-й проезд Марьиной Рощи, дом 3А",37.621696 55.793748,"Россия, Москва, Северо-Восточный административный округ, район Марьина Роща"
4347,28629,"город Москва, Малая Переяславская улица, дом 6/8",37.63765 55.789406,"Россия, Москва, Центральный административный округ, Мещанский район"
4354,27416,"город Москва, Староалексеевская улица, дом 1",37.641836 55.810324,"Россия, Москва, Северо-Восточный административный округ, Алексеевский район"
4356,138014,"город Москва, Больничный переулок, дом 4",37.632053 55.785564,"Россия, Москва, Центральный административный округ, Мещанский район"
4357,28628,"город Москва, Глинистый переулок, дом 7, строение 1",37.63729 55.787548,"Россия, Москва, Центральный административный округ, Мещанский район"
4367,19744,"город Москва, 3-я Черепковская улица, дом 15А, строение 5",37.376258 55.755621,"Россия, Москва, Западный административный округ, район Кунцево"
4406,23760,"город Москва, улица Красных Зорь, дом 61",37.426914 55.724713,"Россия, Москва, Западный административный округ, Можайский район"
4408,23738,"город Москва, улица Ращупкина, дом 3",37.443982 55.724794,"Россия, Москва, Западный административный округ, Можайский район, 81-й квартал Кунцева"
4409,23750,"город Москва, улица Кубинка, дом 20, корпус 1",37.408346 55.722974,"Россия, Москва, Западный административный округ, Можайский район"
4410,23728,"город Москва, улица Кутузова, дом 20",37.414499 55.72271,"Россия, Москва, Западный административный округ, Можайский район"
4411,23638,"город Москва, Гродненская улица, дом 5",37.435376 55.71769,"Россия, Москва, Западный административный округ, Можайский район"
4426,23749,"город Москва, Гжатская улица, дом 6",37.440496 55.715799,"Россия, Москва, Западный административный округ, Можайский район"
4429,23740,"город Москва, Вяземская улица, дом 7",37.405534 55.712695,"Россия, Москва, Западный административный округ, Можайский район"
4435,23611,"город Москва, улица Екатерины Будановой, дом 18",37.43322 55.729787,"Россия, Москва, Западный административный округ, район Кунцево"
4459,20755,"город Москва, Троилинский переулок, дом 3",37.58411 55.748037,"Россия, Москва, Центральный административный округ, район Арбат"
4474,128035,"город Москва, 1-й Николощеповский переулок, дом 6, строение 2",37.580544 55.748706,"Россия, Москва, Центральный административный округ, район Арбат, 577-й квартал"
4475,78275,"город Москва, Проточный переулок, дом 7",37.58058 55.750165,"Россия, Москва, Центральный административный округ, район Арбат, 578-й, 579-й кварталы"
4541,23625,"город Москва, Новорублёвская улица, дом 1",37.36175 55.786996,"Россия, Москва, Западный административный округ, район Кунцево"
4574,29285,"город Москва, улица Степана Шутова, дом 8, корпус 3",37.809686 55.674255,"Россия, Москва, Юго-Восточный административный округ, район Люблино"
4576,28931,"город Москва, Орехово-Зуевский проезд, дом 4",37.745367 55.731206,"Россия, Москва, Юго-Восточный административный округ, Нижегородский район, 88-й квартал Карачарова"
4579,28085,"город Москва, 1-й Вешняковский проезд, дом 2, строение 1",37.78792 55.724312,"Россия, Москва, Юго-Восточный административный округ, Рязанский район, 14-й квартал Чухлинки"
4584,27020,"город Москва, улица Паперника, дом 9",37.787084 55.720859,"Россия, Москва, Юго-Восточный административный округ, Рязанский район, 15-й квартал Чухлинки"
4588,28075,"город Москва, шоссе Фрезер, дом 32, строение 1",37.732817 55.734476,"Россия, Москва, Юго-Восточный административный округ, Нижегородский район"
4596,28888,"город Москва, Тихая улица, дом 30",37.747963 55.684686,"Россия, Москва, Юго-Восточный административный округ, район Люблино"
4633,28884,"город Москва, Спортивный проезд, дом 3А",37.753847 55.684199,"Россия, Москва, Юго-Восточный административный округ, район Люблино"
4650,28877,"город Москва, Мариупольская улица, дом 3",37.741351 55.674966,"Россия, Москва, Юго-Восточный административный округ, район Люблино"
4652,27525,"город Москва, улица Артюхиной, дом 17",37.739869 55.697488,"Россия, Москва, Юго-Восточный административный округ, район Текстильщики"
4656,28920,"город Москва, Подольская улица, дом 15",37.71345 55.65178,"Россия, Москва, Юго-Восточный административный округ, район Марьино"
4660,28935,"город Москва, 1-й Курьяновский проезд, дом 14",37.699517 55.657362,"Россия, Москва, Юго-Восточный административный округ, район Печатники, микрорайон Курьяново"
4676,27529,"город Москва, 1-й Саратовский проезд, дом 5",37.736339 55.71163,"Россия, Москва, Юго-Восточный административный округ, район Текстильщики"
4700,26758,"город Москва, Тессинский переулок, дом 4, строение 2",37.6494 55.750287,"Россия, Москва, Центральный административный округ, Таганский район, 314-й квартал"
4715,29172,"город Москва, Тетеринский переулок, дом 2А",37.650145 55.745341,"Россия, Москва, Центральный административный округ, Таганский район"
4718,21177,"город Москва, Библиотечная улица, дом 29",37.676717 55.745199,"Россия, Москва, Центральный административный округ, Таганский район"
4721,20999,"город Москва, Берниковская набережная, дом 12, строение 1",37.651385 55.748812,"Россия, Москва, Центральный административный округ, Таганский район"
4725,28205,"город Москва, Малый Полуярославский переулок, дом 3/5, строение 1",37.661033 55.752237,"Россия, Москва, Центральный административный округ, Таганский район"
4729,150839,"город Москва, Большой Полуярославский переулок, дом 7",37.663243 55.752607,"Россия, Москва, Центральный административный округ, Таганский район"
4736,150823,"город Москва, Стройковская улица, дом 5",37.67502 55.733457,"Россия, Москва, Центральный административный округ, Таганский район"
4802,21338,"город Москва, улица Инессы Арманд, дом 13",37.546884 55.589274,"Россия, Москва, Юго-Западный административный округ, район Ясенево"
4805,29450,"город Москва, Феодосийская улица, дом 11А",37.575603 55.5636,"Россия, Москва, Юго-Западный административный округ, район Северное Бутово, 7-й микрорайон"
4817,97083,"город Москва, 1-й Кирпичный переулок, дом 4, строение 2",37.73217 55.778051,"Россия, Москва, Восточный административный округ, район Соколиная Гора"
4832,21936,"город Москва, Учинская улица, дом 10",37.537119 55.885181,"Россия, Москва, Северный административный округ, Дмитровский район, 18-й микрорайон"
4839,28255,"город Москва, Нарвская улица, дом 2",37.508759 55.833607,"Россия, Москва, Северный административный округ, район Коптево"
4860,28699,"город Москва, Чукотский проезд, дом 6",37.654089 55.868162,"Россия, Москва, Северо-Восточный административный округ, Бабушкинский район"
4882,27787,"город Москва, Кремлёвская набережная, дом 1, строение 2",37.60947 55.746937,"Россия, Москва, Центральный административный округ, район Хамовники, 28-й квартал"
4891,27812,"город Москва, улица Уткина, дом 48",37.744971 55.759532,"Россия, Москва, Восточный административный округ, район Соколиная Гора"
4894,19965,"город Москва, Боровский проезд, дом 17А",37.38207 55.652258,"Россия, Москва, Западный административный округ, район Солнцево, 3-й микрорайон"
4895,19746,"город Москва, улица Академика Павлова, дом 25",37.407573 55.748756,"Россия, Москва, Западный административный округ, район Кунцево"
4896,27926,"город Москва, проезд Черепановых, дом 6, строение 1",37.512802 55.833364,"Россия, Москва, Северный административный округ, район Коптево"
4924,22345,"город Москва, улица Новая Дорога, дом 11, строение 6",37.702499 55.774608,"Россия, Москва, Центральный административный округ, Басманный район, 1362-й квартал"
4940,21728,"город Москва, 3-й Кадашёвский переулок, дом 2",37.624202 55.742407,"Россия, Москва, Центральный административный округ, район Якиманка"
4947,27989,"город Москва, Чермянская улица, дом 2, строение 2",37.638117 55.885241,"Россия, Москва, Северо-Восточный административный округ, район Северное Медведково"
5102,27944,"город Москва, Зубарев переулок, дом 15, корпус 1",37.642537 55.811508,"Россия, Москва, Северо-Восточный административный округ, Алексеевский район"
5109,20283,"город Москва, 12-й проезд Марьиной Рощи, владение 9, строение 2",37.618417 55.80445,"Россия, Москва, Северо-Восточный административный округ, район Марьина Роща"
5118,152993,"город Москва, Выползов переулок, дом 7, строение 2",37.626861 55.779469,"Россия, Москва, Центральный административный округ, Мещанский район"
5122,27957,"город Москва, Анненский проезд, дом 1, строение 1",37.607637 55.802133,"Россия, Москва, Северо-Восточный административный округ, район Марьина Роща"
5130,27821,"город Москва, Анненская улица, дом 25, строение 1",37.608949 55.806211,"Россия, Москва, Северо-Восточный административный округ, район Марьина Роща"
5160,26188,"город Москва, Чермянский проезд, дом 5, строение 26",37.634946 55.887599,"Россия, Москва, Северо-Восточный административный округ, район Северное Медведково"
5167,28740,"город Москва, Старомарьинское шоссе, дом 5",37.610485 55.80316,"Россия, Москва, Северо-Восточный административный округ, район Марьина Роща"
5177,28282,"город Москва, Калибровская улица, дом 31, строение 1",37.624965 55.808199,"Россия, Москва, Северо-Восточный административный округ, Останкинский район"
5178,28468,"город Москва, 1-й Рижский переулок, дом 6, строение 1",37.652319 55.806611,"Россия, Москва, Северо-Восточный административный округ, Алексеевский район"
5222,28285,"город Москва, Хованская улица, владение 20",37.622585 55.828576,"Россия, Москва, Северо-Восточный административный округ, Останкинский район"
5276,23071,"город Москва, Отрадный проезд, дом 2Б",37.607421 55.853132,"Россия, Москва, Северо-Восточный административный округ, район Отрадное"
5280,27462,"город Москва, Лосевская улица, дом 9",37.714752 55.877824,"Россия, Москва, Северо-Восточный административный округ, Ярославский район"
5289,144426,"город Москва, Ростокинская улица, дом 3",37.660727 55.835432,"Россия, Москва, Северо-Восточный административный округ, район Ростокино"
5291,27977,"город Москва, 1-й Сельскохозяйственный проезд, дом 2",37.647082 55.83248,"Россия, Москва, Северо-Восточный административный округ, район Ростокино"
5299,25564,"город Москва, Юрловский проезд, дом 17, строение 1",37.618965 55.870698,"Россия, Москва, Северо-Восточный административный округ, район Отрадное"
5301,21527,"город Москва, 1-й Ботанический проезд, дом 2",37.635979 55.850707,"Россия, Москва, Северо-Восточный административный округ, район Свиблово"
5373,125151,"город Москва, 17-й проезд Марьиной Рощи, дом 4",37.61123 55.808553,"Россия, Москва, Северо-Восточный административный округ, район Марьина Роща"
5445,28292,"город Москва, Уржумская улица, дом 4, строение 14",37.667168 55.851839,"Россия, Москва, Северо-Восточный административный округ, район Свиблово"
5446,68374,"город Москва, 2-я Ямская улица, дом 4",37.608293 55.794629,"Россия, Москва, Северо-Восточный административный округ, район Марьина Роща"
5452,81534,"город Москва, улица Константинова, дом 11А",37.655248 55.816874,"Россия, Москва, Северо-Восточный административный округ, Алексеевский район"
5468,140894,"город Москва, Черницынский проезд, дом 3, строение 11",37.792654 55.819075,"Россия, Москва, Восточный административный округ, район Гольяново"
5491,27581,"город Москва, 1-я Гражданская улица, дом 96",37.709012 55.807223,"Россия, Москва, Восточный административный округ, район Богородское"
5522,27998,"город Москва, 2-й Иртышский проезд, дом 6, строение 1",37.765758 55.812772,"Россия, Москва, Восточный административный округ, район Гольяново"
5533,22222,"город Москва, 1-я Пугачёвская улица, дом 25, строение 1",37.732126 55.795064,"Россия, Москва, Восточный административный округ, район Преображенское"
5540,150766,"город Москва, улица Шумкина, дом 26А, строение 4",37.673412 55.786723,"Россия, Москва, Восточный административный округ, район Сокольники"
5544,143095,"город Москва, улица Богородский Вал, дом 3, строение 28",37.701529 55.803509,"Россия, Москва, Восточный административный округ, район Богородское"
5551,149685,"город Москва, Оренбургская улица, дом 32, строение 5",37.875901 55.711032,"Россия, Москва, Восточный административный округ, район Косино-Ухтомский"
5554,23249,"город Москва, 104-й километр Московской Кольцевой Автодороги, дом 6",0 0,
5563,28795,"город Москва, улица Медведева, дом 6",37.883671 55.717366,"Россия, Москва, Восточный административный округ, район Косино-Ухтомский, микрорайон Кожухово, 6-й, 7-й, 8-й кварталы"
5583,28579,"город Москва, Старослободская улица, дом 8",37.669711 55.789836,"Россия, Москва, Восточный административный округ, район Сокольники"
5592,21361,"город Москва, Гаражная улица, дом 4",37.742142 55.759091,"Россия, Москва, Восточный административный округ, район Соколиная Гора"
5612,20721,"город Москва, улица 9 Мая, дом 8",37.86469 55.816161,"Россия, Москва, Восточный административный округ, район Восточный"
5617,27515,"город Москва, посёлок Акулово, дом 43А, строение 1",37.792259 56.002898,"Россия, Москва, Восточный административный округ, район Восточный"
5667,27715,"город Москва, Барабанный переулок, дом 3",37.70779 55.783392,"Россия, Москва, Восточный административный округ, район Соколиная Гора"
5708,71547,"город Москва, Курганская улица, дом 4А",37.815938 55.829426,"Россия, Москва, Восточный административный округ, район Гольяново"
5712,23272,"город Москва, Нижний Журавлёв переулок, дом 3",37.706164 55.78359,"Россия, Москва, Восточный административный округ, район Соколиная Гора"
5716,144462,"город Москва, Русаковская набережная, дом 7",37.698484 55.798323,"Россия, Москва, Восточный административный округ, район Сокольники"
5725,27523,"город Москва, Кузьминская улица, дом 10, строение 2",37.786285 55.693378,"Россия, Москва, Юго-Восточный административный округ, район Кузьминки"
5731,28332,"город Москва, 1-я Карачаровская улица, дом 8, строение 1",37.754035 55.73591,"Россия, Москва, Юго-Восточный административный округ, Нижегородский район, квартал Карачарова 86А"
5734,29265,"город Москва, Хвалынский бульвар, дом 4, корпус 4",37.849257 55.700121,"Россия, Москва, Юго-Восточный административный округ, район Выхино-Жулебино, 1-й микрорайон Жулебина"
5772,28344,"город Москва, Новоостаповская улица, дом 12, строение 2",37.671813 55.718233,"Россия, Москва, Юго-Восточный административный округ, Южнопортовый район"
5826,28490,"город Москва, 2-й Курьяновский проезд, дом 2",37.698762 55.652684,"Россия, Москва, Юго-Восточный административный округ, район Печатники, микрорайон Курьяново"
5828,23421,"город Москва, Егорьевский проезд, дом 2, строение 5",37.734865 55.671803,"Россия, Москва, Юго-Восточный административный округ, район Люблино"
5842,28040,"город Москва, Перовский проезд, дом 35, строение 8",37.710225 55.744358,"Россия, Москва, Юго-Восточный административный округ, район Лефортово"
5848,28077,"город Москва, Автомобильный проезд, дом 6, строение 2",37.700676 55.730106,"Россия, Москва, Юго-Восточный административный округ, Нижегородский район"
5853,23460,"город Москва, Басовская улица, дом 16, строение 1",37.747568 55.738287,"Россия, Москва, Юго-Восточный административный округ, Нижегородский район"
5857,28033,"город Москва, Красноказарменный проезд, дом 14А, корпус 19",37.706155 55.753909,"Россия, Москва, Юго-Восточный административный округ, район Лефортово, 5-й микрорайон"
5901,29571,"город Москва, 4-й Вешняковский проезд, дом 4, строение 1",37.796445 55.718451,"Россия, Москва, Юго-Восточный административный округ, Рязанский район"
5902,140772,"город Москва, Зарайская улица, дом 33, корпус 2",37.770699 55.729843,"Россия, Москва, Юго-Восточный административный округ, Рязанский район, 6-й квартал Чухлинки"
5907,28049,"город Москва, 4-я Кабельная улица, дом 2А, строение 1",37.71875 55.740558,"Россия, Москва, Юго-Восточный административный округ, район Лефортово"
5908,28327,"город Москва, улица Капотня, дом 34",37.808428 55.639847,"Россия, Москва, Юго-Восточный административный округ, район Капотня"
5910,28867,"город Москва, Армавирская улица, дом 4",37.753398 55.67528,"Россия, Москва, Юго-Восточный административный округ, район Люблино"
5935,26571,"город Москва, Сормовский проезд, дом 11, строение 8",37.804386 55.707111,"Россия, Москва, Юго-Восточный административный округ, район Выхино-Жулебино"
5943,29281,"город Москва, Есенинский бульвар, дом 14, корпус 2",37.774813 55.700547,"Россия, Москва, Юго-Восточный административный округ, район Кузьминки"
5952,23376,"город Москва, 2-й Кабельный проезд, дом 1",37.716288 55.747758,"Россия, Москва, Юго-Восточный административный округ, район Лефортово, микрорайон Дангауэровка"
5964,29301,"город Москва, 6-я Кожуховская улица, дом 8",37.67219 55.706482,"Россия, Москва, Юго-Восточный административный округ, Южнопортовый район"
5966,67817,"город Москва, Тарханская улица, дом 2",37.858887 55.684686,"Россия, Москва, Юго-Восточный административный округ, район Выхино-Жулебино, 5-й микрорайон Жулебина"
5989,29407,"город Москва, улица Крутицкий Вал, дом 5",37.666297 55.72928,"Россия, Москва, Юго-Восточный административный округ, Южнопортовый район"
6021,23969,"город Москва, 38-й километр Московской Кольцевой Автодороги, владение 6А, строение 1",37.512371 55.596808,"Россия, Москва, Юго-Западный административный округ, район Ясенево"
6030,29365,"город Москва, Сивашская улица, дом 2, корпус 1",37.606236 55.660379,"Россия, Москва, Юго-Западный административный округ, район Зюзино"
6119,25516,"город Москва, 42-й километр Московской Кольцевой Автодороги, владение 4, строение 1",0 0,
6168,24627,"город Москва, Научный проезд, дом 19",37.553963 55.653304,"Россия, Москва, Юго-Западный административный округ, район Черёмушки"
6212,29088,"город Москва, 3-я Железногорская улица, дом 11А",37.548267 55.5217,"Россия, Москва, Юго-Западный административный округ, район Южное Бутово, деревня Новокурьяново"
6239,98910,"город Москва, Новобутовский проезд, владение 9, строение 1",37.558858 55.553732,"Россия, Москва, Юго-Западный административный округ, район Южное Бутово"
6240,29092,"город Москва, улица Академика Понтрягина, дом 17, корпус 1",37.502813 55.533522,"Россия, Москва, Юго-Западный административный округ, район Южное Бутово, 11-й микрорайон"
6246,29100,"город Москва, улица Брусилова, дом 29, корпус 1",37.592779 55.502079,"Россия, Москва, Юго-Западный административный округ, район Южное Бутово, 3-й микрорайон Щербинки"
6276,23962,"город Москва, Синельниковская улица, дом 47",37.572423 55.542477,"Россия, Москва, Юго-Западный административный округ, район Южное Бутово"
6279,29382,"город Москва, улица Академика Арцимовича, дом 7",37.515137 55.642159,"Россия, Москва, Юго-Западный административный округ, район Коньково, 48-50-й квартал"
6290,28528,"город Москва, улица Академика Опарина, дом 4",37.500001 55.643866,"Россия, Москва, Юго-Западный административный округ, Обручевский район"
6394,23420,"город Москва, Большая Внуковская улица, дом 2А, строение 9",37.29267 55.615207,"Россия, Москва, Западный административный округ, район Внуково"
6599,69531,"город Москва, улица Клочкова, дом 10",37.450683 55.726213,"Россия, Москва, Западный административный округ, район Фили-Давыдково"
6606,19912,"город Москва, 56-й километр Московской Кольцевой Автодороги, дом 10",0 0,
6736,23721,"город Москва, Волоцкой переулок, дом 15, корпус 2",37.352048 55.832535,"Россия, Москва, Северо-Западный административный округ, район Митино, 8-й микрорайон"
6750,23339,"город Москва, Пенягинская улица, дом 14",37.359513 55.836059,"Россия, Москва, Северо-Западный административный округ, район Митино, микрорайон № 8А"
6779,27838,"город Москва, улица Рогова, дом 5А",37.461688 55.793809,"Россия, Москва, Северо-Западный административный округ, район Щукино"
6783,143079,"город Москва, 65-й километр Московской Кольцевой Автодороги, владение 8",0 0,
6785,144799,"город Москва, 67-й километр Московской Кольцевой Автодороги, дом 7",0 0,
6786,22266,"город Москва, улица Саляма Адиля, дом 9, корпус 3",37.464499 55.775069,"Россия, Москва, Северо-Западный административный округ, район Хорошёво-Мнёвники"
6788,28178,"город Москва, улица Шеногина, дом 2",37.509918 55.765164,"Россия, Москва, Северо-Западный административный округ, район Хорошёво-Мнёвники"
6792,23706,"город Москва, Ландышевая улица, дом 8",37.392248 55.886963,"Россия, Москва, Северо-Западный административный округ, район Куркино"
6794,23718,"город Москва, улица Рословка, дом 8",37.360457 55.830255,"Россия, Москва, Северо-Западный административный округ, район Митино"
6829,144812,"город Москва, улица Зенитчиков, дом 7",37.348123 55.834628,"Россия, Москва, Северо-Западный административный округ, район Митино"
6865,76469,"город Москва, Сосновая аллея, дом 1, строение 1",37.461454 55.819636,"Россия, Москва, Северо-Западный административный округ, район Покровское-Стрешнево"
6870,22255,"город Москва, Неманский проезд, дом 1",37.393955 55.815903,"Россия, Москва, Северо-Западный административный округ, район Строгино"
7010,82615,"город Москва, Малый Коптевский проезд, дом 3",37.531451 55.809732,"Россия, Москва, Северный административный округ, район Аэропорт"
7011,28460,"город Москва, 1-й Магистральный тупик, дом 10, корпус 1",37.526232 55.767003,"Россия, Москва, Северный административный округ, Хорошёвский район"
7048,21416,"город Москва, 1-я Аэропортовская улица, дом 1, строение 3",37.534523 55.800878,"Россия, Москва, Северный административный округ, район Аэропорт"
7074,25473,"город Москва, Песчаная улица, дом 2А, строение 4",37.514922 55.803266,"Россия, Москва, Северный административный округ, район Сокол"
7097,157798,"город Москва, Театральная аллея, дом 3, строение 1",37.559883 55.793227,"Россия, Москва, Северный административный округ, район Аэропорт"
7126,146421,"город Москва, Балтийская улица, дом 10, корпус 2",37.516665 55.810425,"Россия, Москва, Северный административный округ, район Аэропорт"
7182,58526,"город Москва, Коптевский бульвар, дом 18А, строение 1",37.522728 55.832404,"Россия, Москва, Северный административный округ, район Коптево"
7235,28493,"город Москва, улица Павла Андреева, дом 27, строение 2",37.618722 55.719581,"Россия, Москва, Южный административный округ, Даниловский район"
7271,28965,"город Москва, Педагогическая улица, дом 3",37.666288 55.596122,"Россия, Москва, Южный административный округ, район Бирюлёво Восточное"
7289,125092,"город Москва, 2-й Рощинский проезд, дом 8",37.603002 55.706315,"Россия, Москва, Южный административный округ, Донской район"
7324,145553,"город Москва, Городская улица, дом 8",37.617168 55.713836,"Россия, Москва, Южный административный округ, Даниловский район"
7354,28584,"город Москва, улица Кошкина, дом 13, корпус 2",37.674678 55.640878,"Россия, Москва, Южный административный округ, район Москворечье-Сабурово"
7379,21013,"город Москва, 4-й Рощинский проезд, дом 11",37.611643 55.707547,"Россия, Москва, Южный административный округ, Даниловский район"
7437,74990,"город Москва, 26-й километр Московской Кольцевой Автодороги, владение 6",0 0,
7743,29594,"город Москва, Черноморский бульвар, дом 8",37.612317 55.646045,"Россия, Москва, Южный административный округ, Нагорный район"
7746,127731,"город Москва, 3-й Павловский переулок, дом 2",37.628631 55.718877,"Россия, Москва, Южный административный округ, Даниловский район"
